id,source_numeric_id,source_id,topic,formula_id,answer,unit,style_index,generation_reason,question,explanation
TEG_CH029_01200,NP_semantic_CH029,CH029,LC_oscillation,lc_frequency_from_L_C,100.658,Hz,5,reference_explanation_quality_rejected,A 0.5 H inductor is connected in series with a 5 uF capacitor. Find the resonant frequency.,"Reading the question literally, the known values are inductance = 0.5 H; capacitance = 5 uF. Those values are sufficient for frequency (f) because the governing relation is f = 1/(2 x pi x sqrt(LC)). Carrying out the calculator step f = 1/(2 x pi x sqrt(LC)) gives 100.658 Hz."
TEG_NPF_Z_RLC_000_01202,NPF_Z_RLC_000,NPF_Z_RLC_000,ac_resonance,series_ac_impedance_from_R_XL_XC,50,ohm,0,missing_reference_cot,"A series RLC circuit has R = 30 ohm, XL = 40 ohm, and XC = 0 ohm. Calculate its impedance.","The question asks for resistance (Z), so the locked solver treats it as a AC resonance relation. The extracted data are resistance = 30 ohm; inductive reactance = 40 ohm; capacitive reactance = 0 ohm. Using Z = sqrt(R^2+(XL-XC)^2), the calculator evaluates Z = sqrt(R^2+(XL-XC)^2). After applying the requested output unit, the result is 50 ohm."
TEG_THCB223_01204,NP_AUG_00297_NP_semantic_THCB223,THCB223,circuit_resistance,resistance_series,30,ohm,3,reference_explanation_quality_rejected,Calculate the total resistance of a series combination containing 12.0 ohm and 18.0 ohm.,"First identify the requested quantity as resistance (R). The usable values are resistance = 12.0 ohm; resistance = 18.0 ohm. For this circuit resistance relation, the governing expression is R_eq = sum(R_i). Substituting the extracted values gives R_eq = sum(R_i); therefore the final value is 30 ohm."
TEG_CH359_01207,NP_semantic_CH359,CH359,circuit_resistance,current_from_voltage_resistance,3.33333,A,7,reference_explanation_quality_rejected,"At resonance, U = 200 V, R = 60 ohm. What is the value of I?","The calculation follows directly from the locked formula I = U/R. After reading voltage = 200 V; resistance = 60 ohm from the question, the calculator performs I = U/R. This matches the requested current (I), so the final answer is 3.33333 A."
TEG_DT162_01208,NP_AUG_00698_NP_semantic_DT162,DT162,electrostatics_force,force_from_charge_field,9e-05,N,3,duplicate_verified_golden_expanded_replaced_by_locked_trace,What force does a field 22500.0 V/m exert on a charge 4.0 nC?,"First identify the requested quantity as force (F). The usable values are charge = 4.0 nC; electric field = 22500.0 V/m. For this Coulomb-force relation, the governing expression is F = |q|E. Substituting the extracted values gives F = |q|E; therefore the final value is 9e-05 N."
TEG_DDT418_01209,NP_semantic_DDT418,DDT418,induction,solenoid_field_from_turn_density_current,0.00351858,T,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,A long solenoid has a turn density n = 1000 turns/m and carries a current I = 2.8 A. Calculate the magnetic field inside the solenoid.,"Reading the question literally, the known values are turn density = 1000 turns/m; current = 2.8 A. Those values are sufficient for magnetic field (B) because the governing relation is B = mu0 x n x I. Carrying out the calculator step B = mu0 x n x I gives 0.00351858 T."
TEG_NPF_power_sum_005_01210,NPF_power_sum_005,NPF_power_sum_005,circuit_power,power_total_sum,20,W,5,missing_reference_cot,Two devices dissipate 7.5 W and 12.5 W. What is their total power?,"Reading the question literally, the known values are power = 7.5 W; power = 12.5 W. Those values are sufficient for power (P) because the governing relation is P_total = sum(P_i). Carrying out the calculator step P_total = sum(P_i) gives 20 W."
TEG_CH098_01211,NP_official_text_csv_CH098,CH098,ac_resonance,rlc_resonance_capacitance_from_L_f,1.26651,uF,1,duplicate_official_text_replaced_by_locked_trace,"Given L = 0.005 H, what capacitance C is required to achieve resonance at 2000 Hz?","The wording describes this situation: Given L = 0.005 H, what capacitance C is required to achieve resonance at 2000 Hz? The relevant quantities are inductance = L = 0.005 H; frequency = 2000 Hz, and the relation is C = 1/((2 x pi x f)^2 x L). Evaluating that relation for the extracted values gives 1.26651 uF."
TEG_DT114_01212,NP_AUG_00167_NP_semantic_DT114,DT114,electrostatics_field,electric_field_point_charge_or_superposition,7777.78,V/m,3,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the electric field at a point 9.0 cm away from a charge 7.0 nC.,"First identify the requested quantity as electric field (E). The usable values are charge = 7.0 nC; distance = 9.0 cm. For this electric-field relation, the governing expression is E = k x |q|/r^2. Substituting the extracted values gives E = k x |q|/r^2; therefore the final value is 7777.78 V/m."
TEG_DT154_01213,NP_AUG_00726_NP_semantic_DT154,DT154,electrostatics_force,force_from_charge_field,0.000144,N,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,A charge of 6.0 nC is placed in a uniform electric field of 24000.0 V/m. Find the electric force.,"Reading the question literally, the known values are charge = 6.0 nC; electric field = 24000.0 V/m. Those values are sufficient for force (F) because the governing relation is F = |q|E. Carrying out the calculator step F = |q|E gives 0.000144 N."
TEG_CH343_01214,NP_semantic_CH343,CH343,LC_oscillation,lc_frequency_from_L_C,112.54,Hz,5,reference_explanation_quality_rejected,L = 0.05 H and C = 40 uF. Calculate the resonant frequency (f0) of the circuit.,"Reading the question literally, the known values are inductance = 0.05 H; capacitance = 40 uF. Those values are sufficient for frequency (f) because the governing relation is f = 1/(2 x pi x sqrt(LC)). Carrying out the calculator step f = 1/(2 x pi x sqrt(LC)) gives 112.54 Hz."
TEG_NPF_wire_R_001_01215,NPF_wire_R_001,NPF_wire_R_001,circuit_resistance,wire_resistance_from_resistivity_length_area,0.034,ohm,7,missing_reference_cot,"A uniform wire has resistivity 1.7e-08 ohm m, length 2 m, and cross-sectional area 1e-06 m2. Calculate its resistance.","The calculation follows directly from the locked formula R = rho x l/S. After reading resistivity = 1.7e-08 ohm m; distance = 2 m; area = 1e-06 m2 from the question, the calculator performs R = rho x l/S. This matches the requested resistance (R), so the final answer is 0.034 ohm."
TEG_THCB086_01216,NP_AUG_00749_NP_semantic_THCB086,THCB086,measurement_error,relative_error_from_absolute,0.8,%,1,reference_explanation_quality_rejected,A measured value is 20 cm with absolute uncertainty 0.16 cm. Calculate the relative error percentage.,"The wording describes this situation: A measured value is 20 cm with absolute uncertainty 0.16 cm. Calculate the relative error percentage. The relevant quantities are given 1 = 20 cm, and the relation is relative error = Delta x/x x 100%. Evaluating that relation for the extracted values gives 0.8 %."
TEG_NL107_01217,NP_semantic_NL107,NL107,induction,inductor_energy_from_L_I,320,mJ,3,reference_explanation_quality_rejected,An inductor has an inductance of 0.25 H and a current of 1.6 A. Calculate the magnetic field energy (mJ).,"First identify the requested quantity as energy (W). The usable values are inductance = 0.25 H; current = 1.6 A. For this magnetic induction relation, the governing expression is W = 0.5 x L x I^2. Substituting the extracted values gives W = 0.5 x L x I^2; therefore the final value is 320 mJ."
TEG_LD406_01219,NP_AUG_00439_NP_semantic_LD406,LD406,electrostatics_force,coulomb_force_two_charges,6.3,N,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the Coulomb force between charges 1.0 uC and 7.0 uC at distance 10.0 cm.,"The wording describes this situation: Find the Coulomb force between charges 1.0 uC and 7.0 uC at distance 10.0 cm. The relevant quantities are charge = 1.0 uC; charge = 7.0 uC; distance = 10.0 cm, and the relation is F = k x |q1 x q2|/r^2. Evaluating that relation for the extracted values gives 6.3 N."
TEG_CH091_01221,NP_AUG_00740_NP_semantic_CH091,CH091,ac_resonance,rlc_resonance_capacitance_from_L_f,46.908,uF,1,reference_explanation_quality_rejected,What capacitor is needed with 0.6 H to obtain resonance at 30.0 Hz?,"The wording describes this situation: What capacitor is needed with 0.6 H to obtain resonance at 30.0 Hz? The relevant quantities are inductance = 0.6 H; frequency = 30.0 Hz, and the relation is C = 1/((2 x pi x f)^2 x L). Evaluating that relation for the extracted values gives 46.908 uF."
TEG_NPF_I_PU_005_01222,NPF_I_PU_005,NPF_I_PU_005,circuit_power,current_from_power_voltage,4,A,3,missing_reference_cot,An electrical device has power 72 W at voltage 18 V. Calculate the current.,"First identify the requested quantity as current (I). The usable values are power = 72 W; voltage = 18 V. For this electric power relation, the governing expression is I = P/U. Substituting the extracted values gives I = P/U; therefore the final value is 4 A."
TEG_THCB072_01224,NP_semantic_THCB072,THCB072,circuit_resistance,total_current_parallel_resistors_from_voltage,3,A,0,duplicate_verified_golden_expanded_replaced_by_locked_trace,"Resistor D1 has a resistance of 10ohm, and Resistor D2 has a resistance of 5ohm. They are connected in parallel to a 10V power source. Calculate the total current flowing through the circuit.","The question asks for current (I), so the locked solver treats it as a circuit resistance relation. The extracted data are resistance = 10ohm; resistance = 5ohm; voltage = 10V. Using I_total = U x sum(1/R_i), the calculator evaluates I_total = U x sum(1/R_i). After applying the requested output unit, the result is 3 A."
TEG_CH361_01225,NP_official_text_csv_CH361,CH361,circuit_resistance,current_from_voltage_resistance,6,A,2,duplicate_official_text_replaced_by_locked_trace,"Given U = 180 V, R = 30 ohm, and the circuit is at resonance. Calculate I.","The problem context is preserved from the original question: Given U = 180 V, R = 30 ohm, and the circuit is at resonance. Calculate I. The target is current (current). With voltage = U = 180 V; resistance = R = 30 ohm, the verified relation I = U/R is used. The calculator's substitution step is I = U/R, leading to 6 A."
TEG_THCB089_01227,NP_AUG_00800_NP_semantic_THCB089,THCB089,measurement_error,relative_error_from_absolute,0.833333,%,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,A measured value is 12.0 cm with absolute uncertainty 0.1 cm. Calculate the relative error percentage.,"Reading the question literally, the known values are given 1 = 12.0 cm. Those values are sufficient for relative error (relative_error) because the governing relation is relative error = Delta x/x x 100%. Carrying out the calculator step relative error = Delta x/x x 100% gives 0.833333 %."
TEG_THCB089_01228,NP_AUG_00802_NP_semantic_THCB089,THCB089,measurement_error,relative_error_from_absolute,0.833333,%,7,duplicate_verified_golden_expanded_replaced_by_locked_trace,"If the reading is 12.0 cm and its error is 0.1 cm, what is the relative error?","The calculation follows directly from the locked formula relative error = Delta x/x x 100%. After reading given 1 = 12.0 cm from the question, the calculator performs relative error = Delta x/x x 100%. This matches the requested relative error (relative_error), so the final answer is 0.833333 %."
TEG_DDT323_01229,NP_AUG_00264_NP_semantic_DDT323,DDT323,circuit_resistance,current_from_voltage_resistance,10,A,7,reference_explanation_quality_rejected,"Across a resistor with resistance 8 ohm, the voltage is 80 V. Find the current through it.","The calculation follows directly from the locked formula I = U/R. After reading resistance = 8 ohm; voltage = 80 V from the question, the calculator performs I = U/R. This matches the requested current (I), so the final answer is 10 A."
TEG_CH035_01230,NP_AUG_00069_NP_official_text_csv_CH035,CH035,LC_oscillation,lc_frequency_from_L_C,159.155,Hz,3,duplicate_official_text_replaced_by_locked_trace,A lossless LC tank uses 0.1 H and 10 uF. What is its frequency?,"First identify the requested quantity as frequency (frequency). The usable values are inductance = 0.1 H; capacitance = 10 uF. For this ideal LC oscillator relation, the governing expression is f = 1/(2 x pi x sqrt(LC)). Substituting the extracted values gives f = 1/(2 x pi x sqrt(LC)); therefore the final value is 159.155 Hz."
TEG_LD402_01231,NP_AUG_00663_NP_semantic_LD402,LD402,electrostatics_force,coulomb_force_two_charges,15,N,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,Two point charges 1.6 uC and 2.4 uC are separated by 4.8 cm. Calculate the electric force magnitude.,"Reading the question literally, the known values are charge = 1.6 uC; charge = 2.4 uC; distance = 4.8 cm. Those values are sufficient for force (F) because the governing relation is F = k x |q1 x q2|/r^2. Carrying out the calculator step F = k x |q1 x q2|/r^2 gives 15 N."
TEG_NPF_rlc_I_001_01233,NPF_rlc_I_001,NPF_rlc_I_001,ac_resonance,rlc_series_current_from_U_R_XL_XC,1.53644,A,6,missing_reference_cot,"In a series RLC circuit, U = 120 V, R = 50 ohm, XL = 90 ohm, and XC = 30 ohm. Find the current.","Because the question is asking for current (I), the solver does not use unrelated quantities. It keeps voltage = 120 V; resistance = 50 ohm; inductive reactance = 90 ohm; capacitive reactance = 30 ohm and applies I = U/Z. The verified computation is I = U/Z, so the reported result is 1.53644 A."
